State,Year,Month,Week,Tested,Confirmed,Recovered,Deceased
"Uttar Pradesh",2021,June,"Week 3",382920285,11927253,11733963,154522
"Uttar Pradesh",2021,June,"Week 4",395783477,11936461,11755617,156885
"Uttar Pradesh",2021,June,"Week 5",115430267,3412058,3361148,45168
"Uttar Pradesh",2021,March,"Week 1",222215472,4227491,4152775,61107
"Uttar Pradesh",2021,March,"Week 2",227287613,4233552,4160129,61191
"Uttar Pradesh",2021,March,"Week 3",232403071,4244437,4166900,61276
"Uttar Pradesh",2021,March,"Week 4",238847260,4273951,4175729,61414
"Uttar Pradesh",2021,March,"Week 5",104195073,1848268,1794155,26401
"Uttar Pradesh",2021,May,"Week 1",292608999,9585350,7556123,96806
"Uttar Pradesh",2021,May,"Week 2",303980298,10794626,9156102,112391
"Uttar Pradesh",2021,May,"Week 3",316769495,11451029,10352347,126373
"Uttar Pradesh",2021,May,"Week 4",331797797,11737044,11101637,136732
"Uttar Pradesh",2021,May,"Week 5",147262753,5069656,4884146,61051
"Uttar Pradesh",2021,October,"Week 1",555109060,11969112,11807763,160260
"Uttar Pradesh",2021,October,"Week 2",563075988,11969764,11808500,160272
"Uttar Pradesh",2021,October,"Week 3",570372878,11970262,11809139,160286
"Uttar Pradesh",2021,October,"Week 4",578489231,11970682,11809691,160294
"Uttar Pradesh",2021,October,"Week 5",250418458,5130444,5061432,68700
"Uttar Pradesh",2021,September,"Week 1",512394627,11965946,11804306,159954
"Uttar Pradesh",2021,September,"Week 2",522904908,11966724,11805289,160114
"Uttar Pradesh",2021,September,"Week 3",532430848,11967561,11806012,160206
"Uttar Pradesh",2021,September,"Week 4",542927676,11968279,11806774,160228
"Uttar Pradesh",2021,September,"Week 5",156901506,3419600,3373498,45784
Uttarakhand,2020,April,"Week 1",4679,143,20,0
Uttarakhand,2020,April,"Week 2",12205,247,41,0
Uttarakhand,2020,April,"Week 3",22077,292,84,0
Uttarakhand,2020,April,"Week 4",35188,345,176,0
Uttarakhand,2020,April,"Week 5",12611,112,64,0
Uttarakhand,2020,August,"Week 1",1286233,56626,34543,666
Uttarakhand,2020,August,"Week 2",1585293,73290,46071,942
Uttarakhand,2020,August,"Week 3",1916473,90513,61298,1182
Uttarakhand,2020,August,"Week 4",2296530,112924,78037,1501
Uttarakhand,2020,August,"Week 5",1155558,57633,39136,776
Uttarakhand,2020,December,"Week 1",9767654,538299,488332,8886
Uttarakhand,2020,December,"Week 2",10429264,567868,510738,9367
Uttarakhand,2020,December,"Week 3",11099777,596464,537274,9777
Uttarakhand,2020,December,"Week 4",11862226,621249,564659,10255
Uttarakhand,2020,December,"Week 5",5292272,271703,248716,4508
Uttarakhand,2020,July,"Week 1",532110,21587,17436,294
Uttarakhand,2020,July,"Week 2",640857,24184,19255,330
Uttarakhand,2020,July,"Week 3",812296,30151,21670,365
Uttarakhand,2020,July,"Week 4",974422,41442,24645,441
Uttarakhand,2020,July,"Week 5",486780,21114,11975,228
Uttarakhand,2020,June,"Week 1",244085,8113,2324,65
Uttarakhand,2020,June,"Week 2",294324,11493,6321,125
Uttarakhand,2020,June,"Week 3",358187,14735,9428,181
Uttarakhand,2020,June,"Week 4",427287,18590,12351,241
Uttarakhand,2020,June,"Week 5",135420,5712,4342,80
Uttarakhand,2020,March,"Week 3",0,13,0,0
Uttarakhand,2020,March,"Week 4",0,32,0,0
Uttarakhand,2020,March,"Week 5",0,21,6,0
Uttarakhand,2020,May,"Week 1",54984,419,271,7
Uttarakhand,2020,May,"Week 2",70642,485,325,7
Uttarakhand,2020,May,"Week 3",98446,743,364,7
Uttarakhand,2020,May,"Week 4",152773,2432,446,21
Uttarakhand,2020,May,"Week 5",85822,2372,306,14
Uttarakhand,2020,November,"Week 1",7467016,445852,408429,7293
Uttarakhand,2020,November,"Week 2",8002085,466696,426032,7598
Uttarakhand,2020,November,"Week 3",8426388,485555,444136,7887
Uttarakhand,2020,November,"Week 4",8954991,508165,462998,8293
Uttarakhand,2020,November,"Week 5",2667593,149135,135302,2453
Uttarakhand,2020,October,"Week 1",5223353,357629,291561,4595
Uttarakhand,2020,October,"Week 2",5763193,384056,327212,5239
Uttarakhand,2020,October,"Week 3",6333867,405274,357568,6333
Uttarakhand,2020,October,"Week 4",6914382,422797,382446,6941
Uttarakhand,2020,October,"Week 5",3068216,185809,170223,3043
Uttarakhand,2020,September,"Week 1",3039262,160849,108442,2202
Uttarakhand,2020,September,"Week 2",3508054,206077,137094,2742
Uttarakhand,2020,September,"Week 3",4060430,268325,182068,3279
Uttarakhand,2020,September,"Week 4",4612568,316935,233783,3858
Uttarakhand,2020,September,"Week 5",1413263,96995,77094,1202
Uttarakhand,2021,April,"Week 1",19762443,717288,672580,12098
Uttarakhand,2021,April,"Week 2",21390121,764276,686627,12345
Uttarakhand,2021,April,"Week 3",23279799,869736,715719,13109
Uttarakhand,2021,April,"Week 4",25108137,1067630,776523,15180
Uttarakhand,2021,April,"Week 5",7535235,355388,244915,5126
Uttarakhand,2021,August,"Week 1",44750182,2395905,2298209,51557
Uttarakhand,2021,August,"Week 2",45824931,2397430,2300548,51581
Uttarakhand,2021,August,"Week 3",46715706,2398653,2302315,51617
Uttarakhand,2021,August,"Week 4",47453921,2399736,2303500,51645
Uttarakhand,2021,August,"Week 5",20581453,1028834,987485,22148
Uttarakhand,2021,February,"Week 1",15171133,674474,646484,11607
Uttarakhand,2021,February,"Week 2",15548081,676732,650416,11732
Uttarakhand,2021,February,"Week 3",16038373,678131,652771,11788
Uttarakhand,2021,February,"Week 4",16520355,677980,653579,11834
Uttarakhand,2021,January,"Week 1",12810742,644549,597482,10747
Uttarakhand,2021,January,"Week 2",13413108,656362,616547,11059
Uttarakhand,2021,January,"Week 3",13967419,664467,629014,11303
Uttarakhand,2021,January,"Week 4",14531912,669867,638199,11441
Uttarakhand,2021,January,"Week 5",6377911,288183,275559,4929
Uttarakhand,2021,July,"Week 1",39396633,2384871,2279986,51326
Uttarakhand,2021,July,"Week 2",40670449,2388238,2287464,51397
Uttarakhand,2021,July,"Week 3",41809166,2390243,2292149,51492
Uttarakhand,2021,July,"Week 4",42978521,2392252,2294126,51517
Uttarakhand,2021,July,"Week 5",18817469,1026144,984002,22085
Uttarakhand,2021,June,"Week 1",34357746,2329000,2099480,46330
Uttarakhand,2021,June,"Week 2",35540822,2353132,2217564,48256
Uttarakhand,2021,June,"Week 3",36708905,2367564,2254751,49115
Uttarakhand,2021,June,"Week 4",37890601,2375618,2266989,49543
Uttarakhand,2021,June,"Week 5",11041808,680188,649775,14411
Uttarakhand,2021,March,"Week 1",17114852,680546,655177,11851
Uttarakhand,2021,March,"Week 2",17637423,683468,657362,11890
Uttarakhand,2021,March,"Week 3",18200777,686954,660216,11928
Uttarakhand,2021,March,"Week 4",18756170,693804,663431,11952
Uttarakhand,2021,March,"Week 5",8188112,300519,285607,5141
Uttarakhand,2021,May,"Week 1",27308143,1440886,982587,21343
Uttarakhand,2021,May,"Week 2",28809356,1803482,1209868,27980
Uttarakhand,2021,May,"Week 3",30324509,2069108,1477729,36009
Uttarakhand,2021,May,"Week 4",32106855,2228169,1823201,42061
Uttarakhand,2021,May,"Week 5",14293574,984944,858779,19213
Uttarakhand,2021,October,"Week 1",52158978,2405096,2309525,51767
Uttarakhand,2021,October,"Week 2",52848521,2405775,2310048,51775
Uttarakhand,2021,October,"Week 3",53438527,2406326,2310421,51781
Uttarakhand,2021,October,"Week 4",53969458,2406841,2310950,51792
Uttarakhand,2021,October,"Week 5",23312653,1031663,990561,22200
Uttarakhand,2021,September,"Week 1",48650562,2401553,2304785,51714
Uttarakhand,2021,September,"Week 2",49556114,2402442,2306075,51723
Uttarakhand,2021,September,"Week 3",50431422,2403551,2307324,51728
Uttarakhand,2021,September,"Week 4",51236021,2404319,2308287,51747
Uttarakhand,2021,September,"Week 5",14776967,687067,659704,14788
"West Bengal",2020,April,"Week 1",6849,447,45,21
"West Bengal",2020,April,"Week 2",16154,920,145,41
"West Bengal",2020,April,"Week 3",32819,2027,386,78
"West Bengal",2020,April,"Week 4",69999,3921,677,128
"West Bengal",2020,April,"Week 5",31145,1483,243,55
"West Bengal",2020,August,"Week 1",6869428,567729,397994,12525
"West Bengal",2020,August,"Week 2",8129113,710025,511893,15094
"West Bengal",2020,August,"Week 3",9682562,859666,649323,17710
"West Bengal",2020,August,"Week 4",11465621,1013405,802036,20345
"West Bengal",2020,August,"Week 5",5534991,479329,392866,9530
"West Bengal",2020,December,"Week 1",42320008,3474298,3245695,60378
"West Bengal",2020,December,"Week 2",44366577,3613842,3389983,62736
"West Bengal",2020,December,"Week 3",46349152,3727301,3529770,64929
"West Bengal",2020,December,"Week 4",48233863,3811511,3641844,66745
"West Bengal",2020,December,"Week 5",21211672,1652671,1586467,29050
"West Bengal",2020,July,"Week 1",3709955,149658,99038,5175
"West Bengal",2020,July,"Week 2",4238245,200595,126149,6335
"West Bengal",2020,July,"Week 3",4828275,283050,167223,7589
"West Bengal",2020,July,"Week 4",5530734,393940,250179,9330
"West Bengal",2020,July,"Week 5",2624152,203138,138746,4607
"West Bengal",2020,June,"Week 1",1693892,48552,19398,2505
"West Bengal",2020,June,"Week 2",2146497,68723,28660,3083
"West Bengal",2020,June,"Week 3",2599308,89004,48521,3628
"West Bengal",2020,June,"Week 4",3076199,110091,70314,4230
"West Bengal",2020,June,"Week 5",966457,36466,23849,1321
"West Bengal",2020,March,"Week 3",0,9,0,0
"West Bengal",2020,March,"Week 4",0,75,0,0
"West Bengal",2020,March,"Week 5",0,80,3,6
"West Bengal",2020,May,"Week 1",178037,8522,1465,779
"West Bengal",2020,May,"Week 2",339255,14306,3693,1326
"West Bengal",2020,May,"Week 3",654885,19799,7089,1701
"West Bengal",2020,May,"Week 4",1036639,27011,9987,1951
"West Bengal",2020,May,"Week 5",583199,15444,5902,928
"West Bengal",2020,November,"Week 1",33139660,2726808,2424712,49472
"West Bengal",2020,November,"Week 2",35332218,2918644,2637127,52172
"West Bengal",2020,November,"Week 3",37424922,3093622,2851408,54733
"West Bengal",2020,November,"Week 4",39585860,3268664,3037765,57206
"West Bengal",2020,November,"Week 5",11707688,964297,898794,16800
"West Bengal",2020,October,"Week 1",23781427,1892495,1664081,36362
"West Bengal",2020,October,"Week 2",25846316,2063739,1813104,39359
"West Bengal",2020,October,"Week 3",27940220,2247905,1968648,42392
"West Bengal",2020,October,"Week 4",30080191,2447288,2144052,45404
"West Bengal",2020,October,"Week 5",13537191,1109027,977698,20350
"West Bengal",2020,September,"Week 1",14465835,1223112,1032168,24160
"West Bengal",2020,September,"Week 2",16645515,1374646,1183534,26841
"West Bengal",2020,September,"Week 3",18893935,1531280,1330306,29688
"West Bengal",2020,September,"Week 4",21077112,1687330,1476860,32637
"West Bengal",2020,September,"Week 5",6411159,510817,448564,9857
"West Bengal",2021,April,"Week 1",64954817,4156618,4012489,72416
"West Bengal",2021,April,"Week 2",66578612,4308403,4067298,72844
"West Bengal",2021,April,"Week 3",68661259,4627596,4205268,74062
"West Bengal",2021,April,"Week 4",71149202,5216534,4524782,76666
"West Bengal",2021,April,"Week 5",20811858,1639321,1392864,22592
"West Bengal",2021,August,"Week 1",111333365,10716058,10513549,127272
"West Bengal",2021,August,"Week 2",113487193,10750382,10551079,127814
"West Bengal",2021,August,"Week 3",115495764,10782659,10586167,128297
"West Bengal",2021,August,"Week 4",117427696,10814077,10620719,128740
"West Bengal",2021,August,"Week 5",50909405,4644210,4562099,55304
"West Bengal",2021,February,"Week 1",56573068,3995455,3888385,71371
"West Bengal",2021,February,"Week 2",57632640,4004193,3902326,71560
"West Bengal",2021,February,"Week 3",58596397,4012541,3914909,71681
"West Bengal",2021,February,"Week 4",59524047,4021570,3926201,71817
"West Bengal",2021,January,"Week 1",50674962,3889651,3751575,68698
